,Id,Release Date,Movie,Production Budget,Domestic Gross,Worldwide Gross,Profitability,RBR,Genres,Name,Primary Profession
1430,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Drama,Derick Martini,"writer,director,actor"
1430,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Horror,Derick Martini,"writer,director,actor"
1430,98,2015,The Curse of Downers Grove,2000000,0,0,-2000000,0.0,Mystery,Derick Martini,"writer,director,actor"
1431,88,2012,The Legend of Hell's Gate: An American Conspiracy,2000000,0,0,-2000000,0.0,Action,Tanner Beard,"producer,actor,writer"
1431,88,2012,The Legend of Hell's Gate: An American Conspiracy,2000000,0,0,-2000000,0.0,Adventure,Tanner Beard,"producer,actor,writer"
1431,88,2012,The Legend of Hell's Gate: An American Conspiracy,2000000,0,0,-2000000,0.0,History,Tanner Beard,"producer,actor,writer"
1432,97,2011,True Bromance,2000000,0,0,-2000000,0.0,Comedy,Sebastian Doggart,"producer,director,writer"
1433,96,2015,The Walking Deceased,2000000,0,0,-2000000,0.0,Comedy,Scott Dow,"art_department,miscellaneous,camera_department"
1433,96,2015,The Walking Deceased,2000000,0,0,-2000000,0.0,Horror,Scott Dow,"art_department,miscellaneous,camera_department"
1435,93,2001,Pendulum,2000000,0,0,-2000000,0.0,Thriller,Michael Rochford,"camera_department,producer,sound_department"
1436,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Comedy,Michael Feifer,"producer,director,writer"
1436,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Crime,Michael Feifer,"producer,director,writer"
1437,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Comedy,Song Wang,director
1437,92,2014,Lucky Dog,2000000,0,0,-2000000,0.0,Crime,Song Wang,director
1438,91,2013,Coffee Town,2000000,0,0,-2000000,0.0,Comedy,Brad Copeland,"producer,miscellaneous,writer"
1439,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Comedy,Jonas Åkerlund,"director,editor,writer"
1439,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Crime,Jonas Åkerlund,"director,editor,writer"
1439,90,2013,Small Apartments,2000000,0,0,-2000000,0.0,Drama,Jonas Åkerlund,"director,editor,writer"
1440,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,Coke Daniels,"director,producer,writer"
1441,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,Sudipto Chattopadhyay,"writer,director,actor"
1442,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,Imtiaz Ali,"writer,director,actor"
1443,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,Deepak Rauniyar,"writer,director,producer"
1444,89,2012,Highway,2000000,0,0,-2000000,0.0,Comedy,Manston,"director,writer"
1447,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Action,Daniel Columbie,"art_department,writer,producer"
1447,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Crime,Daniel Columbie,"art_department,writer,producer"
1447,66,2015,Amidst the Devil's Wings,300000,0,0,-300000,0.0,Drama,Daniel Columbie,"art_department,writer,producer"
1448,28,2012,High Road,546173,0,0,-546173,0.0,Comedy,Matt Walsh,"actor,writer,producer"
1449,83,2015,Fight to the Finish,500000,0,0,-500000,0.0,Action,Warren Sheppard,"assistant_director,producer,writer"
1449,83,2015,Fight to the Finish,500000,0,0,-500000,0.0,Romance,Warren Sheppard,"assistant_director,producer,writer"
1449,83,2015,Fight to the Finish,500000,0,0,-500000,0.0,Sport,Warren Sheppard,"assistant_director,producer,writer"
1451,81,2015,Love in the Time of Monsters,500000,0,0,-500000,0.0,Comedy,Matt Jackson,"miscellaneous,producer,director"
1451,81,2015,Love in the Time of Monsters,500000,0,0,-500000,0.0,Horror,Matt Jackson,"miscellaneous,producer,director"
1452,80,2014,Diamond Ruff,500000,0,0,-500000,0.0,Action,Alec Asten,"director,camera_department,editor"
1453,79,2015,Roadside,500000,0,0,-500000,0.0,Drama,Eric England,"director,writer,producer"
1453,79,2015,Roadside,500000,0,0,-500000,0.0,Horror,Eric England,"director,writer,producer"
1453,79,2015,Roadside,500000,0,0,-500000,0.0,Mystery,Eric England,"director,writer,producer"
1454,78,2015,Subconscious,500000,0,0,-500000,0.0,Horror,Georgia Hilton,"sound_department,editor,producer"
1455,78,2015,Subconscious,500000,0,0,-500000,0.0,Horror,Chris Petropoulos,"director,writer,cinematographer"
1456,77,2015,The Outrageous Sophie Tucker,500000,0,0,-500000,0.0,Documentary,William Gazecki,"sound_department,editor,producer"
1459,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Comedy,Michael Hoffman Jr.,"editor,producer,director"
1459,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Horror,Michael Hoffman Jr.,"editor,producer,director"
1460,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Comedy,Aaron T. Wells,"editor,producer,director"
1460,74,2012,Girls Gone Dead,500000,0,0,-500000,0.0,Horror,Aaron T. Wells,"editor,producer,director"
1461,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Mystery,Jack Heller,"producer,director"
1461,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Sci-Fi,Jack Heller,"producer,director"
1461,73,2012,Enter Nowhere,500000,0,0,-500000,0.0,Thriller,Jack Heller,"producer,director"
1462,72,2010,Drones,500000,0,0,-500000,0.0,Comedy,Adam Busch,"actor,director,producer"
1463,72,2010,Drones,500000,0,0,-500000,0.0,Comedy,Rick Rosenthal,"director,producer,actor"
1464,72,2010,Drones,500000,0,0,-500000,0.0,Comedy,Amber Benson,"actress,writer,producer"
1466,62,2012,Replicas,4000000,0,0,-4000000,0.0,Drama,Jeffrey Nachmanoff,"producer,writer,director"
1466,62,2012,Replicas,4000000,0,0,-4000000,0.0,Sci-Fi,Jeffrey Nachmanoff,"producer,writer,director"
1466,62,2012,Replicas,4000000,0,0,-4000000,0.0,Thriller,Jeffrey Nachmanoff,"producer,writer,director"
1468,64,2015,The Veil,4000000,0,0,-4000000,0.0,Action,Phil Joanou,"director,assistant_director,camera_department"
1468,64,2015,The Veil,4000000,0,0,-4000000,0.0,Adventure,Phil Joanou,"director,assistant_director,camera_department"
1468,64,2015,The Veil,4000000,0,0,-4000000,0.0,Sci-Fi,Phil Joanou,"director,assistant_director,camera_department"
1469,64,2015,The Veil,4000000,0,0,-4000000,0.0,Action,Brent Ryan Green,"producer,director,camera_department"
1469,64,2015,The Veil,4000000,0,0,-4000000,0.0,Adventure,Brent Ryan Green,"producer,director,camera_department"
1469,64,2015,The Veil,4000000,0,0,-4000000,0.0,Sci-Fi,Brent Ryan Green,"producer,director,camera_department"
1470,65,2014,The Perfect Wave,4000000,0,0,-4000000,0.0,Adventure,Bruce Macdonald,"producer,director,camera_department"
1470,65,2014,The Perfect Wave,4000000,0,0,-4000000,0.0,Biography,Bruce Macdonald,"producer,director,camera_department"
1470,65,2014,The Perfect Wave,4000000,0,0,-4000000,0.0,Drama,Bruce Macdonald,"producer,director,camera_department"
1472,67,2015,Chain of Command,4000000,0,0,-4000000,0.0,Action,Kevin Carraway,"miscellaneous,producer,director"
1472,67,2015,Chain of Command,4000000,0,0,-4000000,0.0,Thriller,Kevin Carraway,"miscellaneous,producer,director"
1473,84,2013,Bucky and the Squirrels,500000,0,0,-500000,0.0,Comedy,Allan Katz,"producer,writer,director"
1474,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Masatoshi Kurakata,"assistant_director,director,writer"
1475,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Rydell Danzie,"actor,director,producer"
1476,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Junichi Suzuki,"director,writer,producer"
1477,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Charliebebs Gohetia,"editor,director,writer"
1478,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Ron Yassen,"producer,director"
1479,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Rayda Jacobs,"director,writer,actress"
1480,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Anastasiya Miroshnichenko,director
1481,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Edris Ne,"director,writer,assistant_director"
1482,86,2015,Crossroads,500000,0,0,-500000,0.0,Drama,Faysal Soysal,"producer,director,writer"
1483,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Comedy,Jerome Elston Scott,"actor,director,writer"
1483,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Drama,Jerome Elston Scott,"actor,director,writer"
1483,65,2010,Anderson's Cross,300000,0,0,-300000,0.0,Romance,Jerome Elston Scott,"actor,director,writer"
1485,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Action,Al Franklin,"director,actor,writer"
1485,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Horror,Al Franklin,"director,actor,writer"
1486,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Action,Pamela J. Richardson,"director,writer,producer"
1486,63,2015,Teeth and Blood,300000,0,0,-300000,0.0,Horror,Pamela J. Richardson,"director,writer,producer"
1487,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Action,Donna R. Clark,"producer,director,writer"
1487,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Crime,Donna R. Clark,"producer,director,writer"
1487,62,2013,Midnight Cabaret,300000,0,0,-300000,0.0,Drama,Donna R. Clark,"producer,director,writer"
1488,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Comedy,Jack Perez,"director,writer,assistant_director"
1488,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Crime,Jack Perez,"director,writer,assistant_director"
1488,61,2012,Some Guy Who Kills People,300000,0,0,-300000,0.0,Drama,Jack Perez,"director,writer,assistant_director"
1489,35,2015,Rotor DR1,350000,0,0,-350000,0.0,Family,Chad Kapper,"director,producer,editor"
1489,35,2015,Rotor DR1,350000,0,0,-350000,0.0,Sci-Fi,Chad Kapper,"director,producer,editor"
1491,23,2014,Pancakes,400000,0,0,-400000,0.0,Drama,Yasu Shibuya,"director,writer,producer"
1492,87,2015,Alleluia! The Devil's Carnival,500000,0,0,-500000,0.0,Horror,Darren Lynn Bousman,"director,producer,writer"
1492,87,2015,Alleluia! The Devil's Carnival,500000,0,0,-500000,0.0,Musical,Darren Lynn Bousman,"director,producer,writer"
1495,1,2014,Mutual Friends,450000,0,0,-450000,0.0,Comedy,Matthew Watts,"producer,camera_department,director"
1495,1,2014,Mutual Friends,450000,0,0,-450000,0.0,Romance,Matthew Watts,"producer,camera_department,director"
1497,90,2015,Rodeo Girl,500000,0,0,-500000,0.0,Adventure,Joel Paul Reisig,"producer,actor,director"
1497,90,2015,Rodeo Girl,500000,0,0,-500000,0.0,Family,Joel Paul Reisig,"producer,actor,director"
1498,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Comedy,Justin Paul Miller,"editor,writer,director"
1498,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Mystery,Justin Paul Miller,"editor,writer,director"
1498,89,2014,The Sound and the Shadow,500000,0,0,-500000,0.0,Thriller,Justin Paul Miller,"editor,writer,director"
1500,20,2015,Irreplaceable,600000,0,0,-600000,0.0,Documentary,Thomas Lilti,"writer,director"
1501,20,2015,Irreplaceable,600000,0,0,-600000,0.0,Documentary,Susan Fetzer,"director,actress,writer"
1502,20,2015,Irreplaceable,600000,0,0,-600000,0.0,Documentary,Tim Sisarich,"director,actor"
1504,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Action,Lance McDaniel,"producer,director,assistant_director"
1504,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Drama,Lance McDaniel,"producer,director,assistant_director"
1504,19,2014,Light from the Darkroom,600000,0,0,-600000,0.0,Thriller,Lance McDaniel,"producer,director,assistant_director"
1505,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Action,Luis Enrique Rodríguez,"director,producer,actor"
1505,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Drama,Luis Enrique Rodríguez,"director,producer,actor"
1505,26,2015,Por amor en el caserio,1000000,0,0,-1000000,0.0,Romance,Luis Enrique Rodríguez,"director,producer,actor"
1506,25,2016,Chemical Cut,1000000,0,0,-1000000,0.0,Drama,Marjorie Conrad,"director,actress,writer"
1508,23,2016,1982,1000000,0,0,-1000000,0.0,Drama,Tommy Oliver,"producer,cinematographer,editor"
1509,23,2016,1982,1000000,0,0,-1000000,0.0,Drama,Cristina Motta,"producer,director,writer"
1510,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,Jyri Kähönen,"director,camera_department,actor"
1510,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,Jyri Kähönen,"director,camera_department,actor"
1511,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,Mike Flanagan,"editor,writer,director"
1511,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,Mike Flanagan,"editor,writer,director"
1512,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,Djenar Maesa Ayu,"actress,director,writer"
1512,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,Djenar Maesa Ayu,"actress,director,writer"
1513,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,Kan Lume,"director,producer,writer"
1513,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,Kan Lume,"director,producer,writer"
1514,22,2016,Hush,1000000,0,0,-1000000,0.0,Drama,Punam Kumar Gill,"director,writer,producer"
1514,22,2016,Hush,1000000,0,0,-1000000,0.0,Thriller,Punam Kumar Gill,"director,writer,producer"
1515,21,2014,Bang Bang Baby,1000000,0,0,-1000000,0.0,Drama,Jeffrey St. Jules,"writer,director,animation_department"
1515,21,2014,Bang Bang Baby,1000000,0,0,-1000000,0.0,Fantasy,Jeffrey St. Jules,"writer,director,animation_department"
1515,21,2014,Bang Bang Baby,1000000,0,0,-1000000,0.0,Musical,Jeffrey St. Jules,"writer,director,animation_department"
1517,19,2015,Fear Clinic,1000000,0,0,-1000000,0.0,Horror,Robert Hall,"make_up_department,special_effects,visual_effects"
1518,18,2014,A Fine Step,1000000,0,0,-1000000,0.0,Drama,Jonathan Meyers,"writer,visual_effects,producer"
1519,17,2014,Doc Holliday's Revenge,1000000,0,0,-1000000,0.0,Western,David DeCoteau,"director,producer,cinematographer"
1520,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Action,K. King,"producer,director,writer"
1520,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Comedy,K. King,"producer,director,writer"
1520,16,2013,Zombie Hunter,1000000,0,0,-1000000,0.0,Horror,K. King,"producer,director,writer"
1521,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Comedy,Stefan C. Schaefer,"writer,producer,director"
1521,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Drama,Stefan C. Schaefer,"writer,producer,director"
1521,15,2013,My Last Day Without You,1000000,0,0,-1000000,0.0,Romance,Stefan C. Schaefer,"writer,producer,director"
1522,14,2014,Hidden Away,1000000,0,0,-1000000,0.0,Drama,Mikel Rueda,"writer,director,producer"
1522,14,2014,Hidden Away,1000000,0,0,-1000000,0.0,Romance,Mikel Rueda,"writer,director,producer"
1523,13,2013,Black Rock,1000000,0,0,-1000000,0.0,Horror,Katie Aselton,"actress,producer,director"
1523,13,2013,Black Rock,1000000,0,0,-1000000,0.0,Thriller,Katie Aselton,"actress,producer,director"
1524,12,2012,Truth or Die,1000000,0,0,-1000000,0.0,Horror,Robert Heath,"director,assistant_director,writer"
1524,12,2012,Truth or Die,1000000,0,0,-1000000,0.0,Mystery,Robert Heath,"director,assistant_director,writer"
1525,11,2012,Snow White: A Deadly Summer,1000000,0,0,-1000000,0.0,Horror,David DeCoteau,"director,producer,cinematographer"
1530,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Adventure,Marie Garel-Weiss,"writer,director,actress"
1530,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Biography,Marie Garel-Weiss,"writer,director,actress"
1530,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Documentary,Marie Garel-Weiss,"writer,director,actress"
1531,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Adventure,Richard J. Martinez,"producer,writer,cinematographer"
1531,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Biography,Richard J. Martinez,"producer,writer,cinematographer"
1531,6,2003,The Party's Over,1000000,0,0,-1000000,0.0,Documentary,Richard J. Martinez,"producer,writer,cinematographer"
1532,32,2015,Dawn Patrol,3500000,0,0,-3500000,0.0,Drama,Daniel Petrie Jr.,"producer,writer,director"
1532,32,2015,Dawn Patrol,3500000,0,0,-3500000,0.0,Thriller,Daniel Petrie Jr.,"producer,writer,director"
1533,31,2012,Trance,950000,0,0,-950000,0.0,Horror,Hans Rodionoff,"writer,miscellaneous,producer"
1534,31,2012,Trance,950000,0,0,-950000,0.0,Horror,Danny Boyle,"director,producer,writer"
1535,31,2012,Trance,950000,0,0,-950000,0.0,Horror,Emilio Belmonte,"director,actor,writer"
1536,32,2014,Jesse,950000,0,0,-950000,0.0,Action,Fred Carpenter,"producer,writer,director"
1536,32,2014,Jesse,950000,0,0,-950000,0.0,Crime,Fred Carpenter,"producer,writer,director"
1536,32,2014,Jesse,950000,0,0,-950000,0.0,Drama,Fred Carpenter,"producer,writer,director"
1537,32,2014,Jesse,950000,0,0,-950000,0.0,Action,Joey Boink,"director,writer,cinematographer"
1537,32,2014,Jesse,950000,0,0,-950000,0.0,Crime,Joey Boink,"director,writer,cinematographer"
1537,32,2014,Jesse,950000,0,0,-950000,0.0,Drama,Joey Boink,"director,writer,cinematographer"
1538,71,2015,Vessel,800000,0,0,-800000,0.0,Drama,Johan Heurlin Aidt,"camera_department,cinematographer,director"
1538,71,2015,Vessel,800000,0,0,-800000,0.0,Horror,Johan Heurlin Aidt,"camera_department,cinematographer,director"
1539,71,2015,Vessel,800000,0,0,-800000,0.0,Drama,Kristian Day,"miscellaneous,producer,director"
1539,71,2015,Vessel,800000,0,0,-800000,0.0,Horror,Kristian Day,"miscellaneous,producer,director"
1540,71,2015,Vessel,800000,0,0,-800000,0.0,Drama,Diana Whitten,"production_designer,director,cinematographer"
1540,71,2015,Vessel,800000,0,0,-800000,0.0,Horror,Diana Whitten,"production_designer,director,cinematographer"
1541,71,2015,Vessel,800000,0,0,-800000,0.0,Drama,Adam Ciancio,"writer,director,producer"
1541,71,2015,Vessel,800000,0,0,-800000,0.0,Horror,Adam Ciancio,"writer,director,producer"
1542,18,2014,The Maid's Room,600000,0,0,-600000,0.0,Thriller,Michael Walker,"director,writer,producer"
1544,5,2013,Treachery,625000,0,0,-625000,0.0,Drama,Travis Romero,"writer,miscellaneous,producer"
1544,5,2013,Treachery,625000,0,0,-625000,0.0,Thriller,Travis Romero,"writer,miscellaneous,producer"
1545,5,2013,Treachery,625000,0,0,-625000,0.0,Drama,Muyiwa Aluko,"director,writer,producer"
1545,5,2013,Treachery,625000,0,0,-625000,0.0,Thriller,Muyiwa Aluko,"director,writer,producer"
1546,3,2014,The Hadza: Last of the First,650000,0,0,-650000,0.0,Documentary,Bill Benenson,"producer,director,cinematographer"
1547,2,2012,After,650000,0,0,-650000,0.0,Drama,Géraldine Maillet,"director,writer,actress"
1547,2,2012,After,650000,0,0,-650000,0.0,Mystery,Géraldine Maillet,"director,writer,actress"
1548,2,2012,After,650000,0,0,-650000,0.0,Drama,Pieter Gaspersz,"actor,producer,director"
1548,2,2012,After,650000,0,0,-650000,0.0,Mystery,Pieter Gaspersz,"actor,producer,director"
1549,2,2012,After,650000,0,0,-650000,0.0,Drama,Jenny Gage,"director,producer,miscellaneous"
1549,2,2012,After,650000,0,0,-650000,0.0,Mystery,Jenny Gage,"director,producer,miscellaneous"
1550,2,2012,After,650000,0,0,-650000,0.0,Drama,Ben Brown,"visual_effects,producer,editor"
1550,2,2012,After,650000,0,0,-650000,0.0,Mystery,Ben Brown,"visual_effects,producer,editor"
1551,2,2012,After,650000,0,0,-650000,0.0,Drama,Ryan Smith,"writer,director,producer"
1551,2,2012,After,650000,0,0,-650000,0.0,Mystery,Ryan Smith,"writer,director,producer"
1552,2,2012,After,650000,0,0,-650000,0.0,Drama,Yuni Mahieu,"location_management,director,writer"
1552,2,2012,After,650000,0,0,-650000,0.0,Mystery,Yuni Mahieu,"location_management,director,writer"
1553,2,2012,After,650000,0,0,-650000,0.0,Drama,Shaun Peter Cunningham,"producer,writer,editor"
1553,2,2012,After,650000,0,0,-650000,0.0,Mystery,Shaun Peter Cunningham,"producer,writer,editor"
1554,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,Anbarasan,director
1555,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,David Rorie,"director,writer,cinematographer"
1556,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,Anna Mastro,"director,producer,miscellaneous"
1557,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,Varante Soudjian,"director,writer,editor"
1558,96,2015,Walter,700000,0,0,-700000,0.0,Thriller,Daniela Imhoff,"producer,director,writer"
1559,86,2016,Adulterers,750000,0,0,-750000,0.0,Crime,H.M. Coakley,"production_manager,producer,writer"
1559,86,2016,Adulterers,750000,0,0,-750000,0.0,Drama,H.M. Coakley,"production_manager,producer,writer"
1559,86,2016,Adulterers,750000,0,0,-750000,0.0,Thriller,H.M. Coakley,"production_manager,producer,writer"
